Column1,Column2
17305,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17306,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17307,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17308,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17309,지역문화재단 리더십의 구성요인과 모형 연구
17310,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17311,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17312,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17313,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17314,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17315,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17316,지역문화재단 리더십의 구성요인과 모형 연구
17317,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17318,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17319,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17320,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17321,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17322,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17323,지역문화재단 리더십의 구성요인과 모형 연구
17324,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17325,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17326,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17327,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17328,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17329,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17330,지역문화재단 리더십의 구성요인과 모형 연구
17331,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17332,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17333,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17334,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17335,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17336,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17337,지역문화재단 리더십의 구성요인과 모형 연구
17338,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17339,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17340,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17341,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17342,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17343,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17344,지역문화재단 리더십의 구성요인과 모형 연구
17345,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17346,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17347,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17348,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17349,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17350,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
17351,지역문화재단 리더십의 구성요인과 모형 연구
17352,地方文化機關 建立을 위한 國庫補助金 支援成果에 關한 硏究 : 全南地域文化의 집을 中心으로 = The Study of the result of state subvention for the construction of local cultural organ
17353,분권형 국가로의 개편을 위한 지방자치제도의 개혁과제 = A Reform of the Local Autonomy System for a Decentralized Country
17354,한국 반성폭력운동의 제도화 과정과 효과에 대한 연구 = A Study on the Institutionalization Process and Effects of Anti-Sexual Violence Movement
17355,한국 여자경찰의 직무역할 제고 및 확대방안에 관한 연구 = A Study of the Improvement and Expansion on the Roles of Korean Policewomen
17356,골프장 운영의 선진화 방안에 관한 연구 = A Study on Improvement of the Golf Course Operation
17357,Non-replica 라이선스 뮤지컬의 Local production 과정에서의 프로듀서 역할 연구 : 뮤지컬 <Jekyll and Hyde>를 중심으로 = A study on the role of the producer in the local production process of non-replica licensed musicals: With a focus on musical <Jekyll and Hyde>
