Column1,Column2
7135,Major Principles of ICT Policy for Improving ICT Integration in Education for Students with Disabilities in Mongolia
7136,1910~20년대 조선의 관립전문학교 학제 형성과 운영 = The Government Specialized School System establishment and management in Korea during 1910s~1920s
7137,Development of Ship Typhoon-Avoidance Simulation System
7138,"장애아동 부모의 조기 교육비에 대한 의식 조사 : 정신지체, 발달장애 아동을 중심으로"
7139,전라북도지역 임부의 구강건강행태에 대한 실태조사 = A Study on Oral Health Behavior of Pregnant Women in Jeollabuk-do
7140,화교학교로의 한국학생 유입 현상
7141,공공도서관과 학교도서관 간 자료이용상의 협력방안에 관한 연구 : 서울시립 공공도서관과 학교도서관을 중심으로 = (A) STUDY OF A COOPERATIVE PROGRAM BETWEEN PUBLIC AND SCHOOL LIBRARIES IN KOREA
7142,무용교사 전문성의 구성요인 탐색
7143,경찰 과학수사 체계를 위한 효율화 방안 : 서울지방경찰청 과학수사요원을 중심으로 = A Study on Enhance the Efficiency of Scientific Investigations by the Korean Police: Focused on Scientific Investigatory Personnel at the Seoul Metropolitan Police Agency
7144,개화기 기독교 여성 운동 = (The) Civilization of the Christian Women's Movement
7145,한국근대체육사
7146,E-learning 사용자 만족에 영향을 미치는 요인에 대한 실증적 연구 = (An)empirical study on the factors associated with user's satisfaction of e-learning
7147,학교안전사고에 대한 법적 책임 = A Study on Legal Liability for School Safety Accidents
7148,A reflective language teaching model for teachers of english in Korea : 한국 영어교사를 위한 반성언어교수모형
7149,안전산업육성을 위한 재난안전산업분류에 대한 연구 = A study on assortment grouping for disaster-safety-industry development raising
7150,대장내시경 검사 사례 기반 간호시뮬레이션 학습 시나리오 개발 및 효과 = Development and effects of Nursing Simulation Learning Scenario focused on Colonoscopy
7151,非定規職 勤勞者의 經歷開發에 관한 硏究 = A Study on the Carrer Development of Contingent Workers
7152,"장애통합어린이집의 현황 및 원장, 교사, 부모의 지원요구 : P시를 중심으로 = Present Status of Inclusive Child Care and Education Centers and Support Needs of Directors, Teachers and Parents : Based on P City Settings"
7153,"Library education in Japan, The Republic of Korea, and Taiwan : a comparative study"
7154,해체된 가족 관계 회복을 위한 교재개발 연구 : - 목회상담학적 접근에 기초한 Shemily 교재를 중심으로 = A Study on the Development of Textbooks for the Recovery of Discarded Family Relations :  A Study on the Shemily Textbooks Based  on the Pastoral counseling Approach
7155,취업형태 다양화에 따른 노동관계법 적용 확대에 관한 연구 : 제4차 산업혁명시대 노동법 체계 개편과 관련하여
7156,"農村 小規模 初·中等學校 運營委員會 活性化 方案 = (A) study on the activation of school governing body in, a small scaled, rural district, elementary·secondary school"
7157,미용업 종사자들의 이직요인에 대한 연구 = A Study on Factors Influencing Turnovers of Practitioners Engaged in the Beauty Industry
7158,일 상급종합병원 혈액내과와 종양내과 환자의 환자안전인식과 환자참여의 영향 요인
7159,어린이 대상 전시체험프로그램의 분석연구 : 스토리텔링기법 활용을 중심으로 = (An) analysis study on experience exhibition program targeting children : focusing on utilization of story telling technique
7160,대학에서의 취·창업지원 프로그램의 필요성 및 지원방식에 대한 연구 : 국내대학 실용음악전공을 중심으로 = The necessity of employment and start-up support programs in universities : Focusing on Programs of Practical Music Major  in South Korea
7161,국립대학의 자율성 강화 방안 : 국립대학 법인화를 중심으로
7162,국제선 조종사 영어능력 향상을 위한 요구분석에 관한 연구
7163,보육시설장의 장애영유아 통합보육 경험에 관한 연구 = (A) study on inclusive educare experiences for disabled infants and preschoolers among the heads of childcare facilities
7164,창의적 재량활동 활성화를 위한 교사 직무연수 개선방안 : 인천광역시 사례를 중심으로 = (An) improvement method of teachers' job training to activate creative discretion activities
7165,자수의 조형예술에 있어서의 위치
7166,일제의 보통경찰제 실시 이후 경찰인력 양성기구 개편
7167,위험물 안전관리 전문화 방안 연구
7168,한국어와 영어의 의문문 대조연구 = A Contrastive Study on Interrogative Sentences
7169,발달장애아동 어머니의 양육스트레스에 관한 연구 = A Study on the Parenting Stress of Children with Developmental Disabilities
7170,사고력 계발 수업의 실천 방안 연구 : 독서 감상문 쓰기를 중심으로 = A Study on the Strategy of Practicing the Thinking Ability Developmental Teaching :  Focusing on the Writing of Book Report
7171,강의 담화표지의 학습이 강의 청해에 미치는 영향
7172,신생아난청선별검사 국내 도입에 대한 경제성 검토 = (An) economic evaluation on domestic importation of a newborn hearing screening
7173,한국 농인사회의 역사적 변천에 관한 탐색적 연구 = (A) Study on th Historical Transition of Korean Deaf Society
7174,梁啓超(1873-1929)敎育思想與其轉變因素之剖析
7175,응급실 간호사의 소아응급환자 간호업무분석
7176,建設紛爭 仲裁制度의 差別化 및 改善方案에 關한 硏究 = A study on differenciation and improvement in arbitration systems in construction disputes
7177,學校 革新에 관한 硏究
7178,보육시설 운영방안에 관한 연구 : 천안군을 중심으로
7179,중소병원 간호사의 투약에서의 근접오류경험 영향요인 = Influencing Factors of Near Miss Experience on  Medication in Small and Medium-Sized
7180,사립대학의 법적 지위에 관한 연구 = Study on the Legal Status of Private University
7181,국립민족학박물관의 프로그램 및 공간구성 분석에 관한 연구 = (A) Study on National Museum of Ethnology with regards to space organization and museum program analysis
7182,중환자간호사의 직무분석 도구 개발 및 적용 연구
7183,장애학생 아버지의 양육참여에 관한 연구 = A Study on Fathers' Participation in Handicapped Children Care Tasks
7184,이민자를 위한 한국어 동사 유의어 의미 변별 연구 : 사회통합프로그램 교재 분석을 기반으로 = A Study on the Semantic distinctions of Korean verb synonyms for immigrants : Based on the analysis of the Korea lmmigration & integration program text book
7185,ADHD(주의력결핍 과잉행동장애)문제아동의 실태에 대한 교사들의 인식과 대응방안에 관한 연구 : 경기도 초등학교 교사들의 인식 중심으로
7186,군 보건의료의 문제점과 법률적 개선방안
7187,패라글라이딩의 이륙기본동작을 위한 강화수단의 효과 : 학습가능급 정신지체학생을 대상으로 = (The) Effect of Reinforcement on Basic Training Program of The Paragliding for EMR students
7188,가상대학 구성과 발전 방안 연구
7189,통합보육에 대한 보육시설 종사자의 인식에 관한 연구 : 성남시 국·공립 보육시설 종사자를 중심으로 = Study on perception of educational care facility employees on integrated educational care : based on public educational care facility employees in Sungnam
7190,The meaning of morality and moral education : an interpretative study of the moral education curriculum of Korea
7191,창업대학원 활성화 방안에 관한 연구 = A Study on the Development of the Graduate School of Entrepreneurship
7192,이주노동자 한국어 교재 분석 = The Analysis of Korean Textbook For Migrant Laborers
7193,"초기 내한 선교사들의 성육신적 동일화 연구 : 마펫, 게일, 맥켄지를 중심으로"
7194,障碍人에 대한 靑少年의 認識 調査
7195,실로스타졸 개량신약의 영업 마케팅전략
7196,청소년의 장애인 인식에 관한 연구 : 전북 익산시를 중심으로
7197,"韓國 民間警護 産業의 發展方案에 따른 硏究 : 법, 제도 개선을 중심으로"
7198,다문화가정 지원정책에 대한 만족도 및 수요에 관한 연구
7199,중·장기복무 제대군인의 직업전환지원 활성화 방안 = (A) Study on the Methods of Facilitating the Occupational Transition of Discharged Military Personnel Who Served for Mid- to Long-Term
7200,现代汉语社会称谓系统研究
7201,주요 도로교통범죄에 관한 연구 = A Study on Major Road Traffic Offences
7202,장애아 보육시설 종사자의 평가인증제에 대한 연구
7203,디지털시대의 4년제 대학 디자인학과 교과과정 연구 : 시각디자인관련학과를 중심으로
7204,우리나라 軍人의 轉役後 生活安定對策에 관한 硏究 = (A) Study on the Social Welfare Improvement of South Korean Soldiers after Discharge
7205,國軍 服務 靑少年 育成 政策에 관한 硏究 : 知識情報化 社會에서의 兵營生活을 中心으로 = (A) Study on Developing a Cultivating Policy of the Youth in Military Service in the Context of Knowledge-Information Society
7206,웹툰을 활용한 내용 중심 교수법 기반 다문화학생 대상 한국사 수업 방안 연구
7207,保育制度의 現況分析과 發展方向에 관한 硏究 = A Study on the Realities and Development of the Childcare System
7208,보완대체의료로써 음악치료 활성화 정책에 관한 연구
7209,女性犯罪者의 矯正處遇에 關한 硏究 : 施設內 處遇改善策을 中心으로
7210,해군 초급 지휘관의 감성적 리더십 도입 방안
7211,우리나라 학교사회사업가의역할에 관한 연구 : 학교복지 전개유형에 따른 역할수행 차이를 중심으로 = (A) Study on the roles of school social workers in korea : Focused upon differences of role achievement classified by school welfare developing type
7212,1920~30년대 미북장로회선교부 관할 중등학교 운영과 한국인 인계과정 연구 = (A) study on the operation and succession process to Koreans of secondary schools within the jurisdiction of presbyterian church in the U.S.A.
7213,‘만화치료 · Cartoon Therapy'의 절차와 방법 연구 = A study on the procedures and ways of ‘Cartoon Therapy' - Focus on personality disorder of adolescent period -
7214,"한인 기혼여성의 동반이주에 의한 계급이동 경험 연구 : 중국 옌타이 시(市) 사례를 중심으로 = The study of class mobility by accompanying migration of Korean mirred women: focusing on examples of Yantai City, China"
7215,정상화원리에 기반한 지적장애아의 운동선수되기 과정 탐색 = (The) search of the process of becoming elite athletes of the children with intellectual disability based on the principle of normalization
7216,여성공무원에 대한 균형적 인사정책의 실태와 개선방안
7217,장애인가정의 자녀양육 사회복지욕구에 관한 연구 : 인천시 부평구 사례를 중심으로 = A Study on the Welfare needs on the rearing of children in families of the handicapped person
7218,태국인 결혼이민자 대상 직업 목적 한국어 교재 개발 연구
7219,作業環境測定 信賴性 確保 方案에 關한 硏究 = A Study on Improvement of Reliability of the Institutional Work Environment Measurements in Korea
7220,근·현대 한국 차인의 차문화의식 연구 : 호암·효당·아인을 중심으로 = A Study on the Consciousness of Tea Culture Viewed through Modern & Contemporary Korean Skilled People with Tea : Focus on Hoam · Hyodang · Ain
7221,"주한미군사고문단(KMAG)의 조직과 활동 (1948~53) = (The) organization and activities of the U.S. Military Advisory Group to the Republic of Korea, 1948~53"
7222,주거이동과 주거만족도 결정요인에 관한 연구 : 세종특별자치시를 중심으로 = A study on the determinant factors of residential mobility and residential satisfaction : focused on Sejong metropolitan autonomous city
7223,레미콘사업장의 운영형태별 노사관계 특징 연구
7224,국내 청각장애인 대상 음악 적용 연구 동향 분석
7225,敎員勞組의 團體交涉 實態 分析 = (The) Analysis on the Actual Condition of Collective Bargaining of Teachers Union
7226,韓國 文化圈 設定에 따른 文化建築의 連繫網 構成에 관한 硏究 = (A) study on the network system for the cultural architecture by the establishment of cultural-region in Korea
7227,生活設計士의 效率的 管理에 관한 硏究 : 採用과 育成을 中心으로
7228,항공기 조종사 수급시장의 특성 및 양성방안
7229,한국 민간경비제도 정립을 위한 경비업법 개선방안 = Method of improving the security business act to establish private security system in Korea
7230,학교의 안전사고에 관한 계약책임 : 학교의 안전배려의무에 의한 재구성을 중심으로
7231,身邊保護 法 規定에 관한 比較法的 硏究 = A Study on Comparative Law Analysis of Regulations of Personal Protection Act
7232,경호무술로서의 특공무술 변천과정 및 발전방안 모색
7233,국내 문화예술단체의 기부금 현황 분석 및 확대 방안 연구 = A study on the analysis of the present fundraising and the expansion method in domestic cultural and artistic organisation
7234,아우토슈타트(Autostadt)의 체험형 자동차 전시 특징 연구
7235,中等學校組織의 效率性에 관한 硏究 : 業務分掌 中心으로 = (An) empirical study on the effictiveness and efficienty of middle and high school organizations in Korea with an emphasis on duty-alloment / 金仁鎬
7236,國立大學 法人化 硏究 : 日本 國立大 法人化와 關聯 韓國 順天大學과 日本 宮崎大學을 中心으로 = 国立大学法人化に関する研究 : 日本の国立大学法人化とそれらに関連すること : 韓国順天大学校と日本宮崎大学を中心に
7237,직장내 성희롱의 구제제도 개선방안에 대한 연구
7238,보안산업 발전을 위한 경비업법 개정방안 = The Revision of the Security Services Industry Act for the Development of the Security Industry
7239,가톨릭 사회복지시설 종사자의 직무만족도 연구 : 서울시립소년의집을 중심으로
7240,공동주택관리에 대한 행정지도 및 감독의 개선방안 = A Study on the Improvement of Public Administration and Oversight for the Management of Apartment Housing
7241,"평신도의 사회복지 참여 당위성과 인식제고 방안에 관한 연구 : 한국 천주교회 중심으로 = (A) Study on the ""Sollen"" of Laymen's Active Participation in Social Welfare Ministry and Enhancement of Their Perception of it : focused on the Korean Catholic Church"
7242,읽기지도 프로그램 적용을 통한 읽기 능력 향상 효과 = Read Ability Elevation Effect through Read Map Program Application
7243,"대학병원 간호사에 대한 성희롱 실태 조사 = (An) Inquiry into the Realaties of Sexual Harassment of Nurse, Employed in University Hospital"
7244,군 초급간부의 효율적인 지휘통솔에 관한 연구 : 야전부대 실태분석을 중심으로 = (A) study on the effective command and leadership of low ranking officers : based on the field military organizations
7245,한국 만3~4세 어린이의 언어 사회화 연구 : 나는 여섯 살이 되면 비행기가 될 거예요
7246,"매체별 일본영화의 변용양상 연구 : 原作小說, 大衆藝術, 敎科書, 音樂을 중심으로 = 媒体別日本映画の変容樣相硏究 : 原作小說, 大衆藝術, 敎科書, 音樂わ中心に"
7247,중국사회의 지역별 신뢰 차이 분석
7248,여성공무원의 보직실태와 개선방안에 관한 연구 : 충청남도 일반행정직 공무원을 중심으로
7249,한국 민간경비업의 문제점과 발전방안 = Problems and Development Plans of Korea's Security Guard Business
7250,情報媒體 分析을 통한 利用과 充足에 관한 硏究 : 군장병을 중심으로
7251,중규모 토목현장 안전관리의 문제점 분석과 개선 방안
7252,치과병원의 건축계획에 관한 연구
7253,전라북도 권번의 운영과 기생의 활동을 통한 식민지 근대성 연구 = A Study Colonial Modernity through the management of Gwonbeon and the activities of Gisaeng in Jeolla Bukdo Province
7254,알코올이 사제 양성에 미치는 영향
7255,한국 민간경비 제도적 실태와 발전방안 연구 = The Private Security Industry in South Korea a study of institutional private security companies and improvement for its services
7256,"靑少年의 生活意識 實態와 環境要因에 關한 硏究 = (A) study on the senses and realities of the Juvenile, the environmental causes"
7257,장애인의 정보격차 해소방안에 관한 연구 = A Study on the Solution to Digital Divide of the Persons with Disability
7258,국내 청각장애 영ㆍ유아 대상 조기중재에 관한 실태 조사 = Current Conditions of Early Intervention for Children With Hearing Impairment
7259,부산 영화영상산업의 특성 및 전략적 활성화 방안에 관한 연구 = (A) study on characteristics and plan for strategic activation in busan film industry
7260,여성결혼이민자에 대한 언론의 보도행태 분석 = A Study on Media Coverage of Female Marriage Immigrant
7261,청소년자원봉사활동의 만족도 및 지속성에 영향을 미치는 요인에 관한 연구 : 성남시 중학교 학생을 대상으로 = Factors Influencing on Satisfaction & Continuance Volunteer Activities by Teenagers
7262,독일과 영국의 난민보호정책 비교 연구 = A Comparative Study on Refugee Protection Policy in Germany and United Kingdom
7263,대학생들의 이데올로기적 성향에 관한 사례연구 : 공주대를 중심으로 = (A) Case Study on the Ideological Culture of University Students
7264,회복실내에서의 환자 간호요구와 간호사 간호수행 정도에 관한 연구 = A study on nursing needs of patients and nursing practice of nurses in the recovery room
7265,취학수준별 발달장애아동의 양육에 대한 사회적 지지와 자녀양육스트레스에 대한 연구 = A Study on Social Support and Child-Rearing Stress Regarding the Rearing of Development-Disabled Children According to Levels of School Attendance
7266,음악치료가 장애인의 심리적 재활에 미치는 영향 = The Effects of Music Therapy on Psychological Rehabilitation of the Disable
7267,생활무용 참가 노인의 건강증진행위와 성공적 노화인식 및 죽음수용태도의 관계
7268,"사회복지사의 외재적, 내재적 보상에 관한 연구 : 타 직업과의 실증적 비교 분석을 통한 접근"
7269,자폐장애인의 복지욕구와 서비스 활성화 방안
7270,장애학생 부모의 학교사회복지 인식에 관한 연구 = A Study on the Perception about School Social Work Services of Parents with Disabled Children
7271,탈북청소년 건강행태 연구
7272,노인의 심폐소생술 비 시행(DNR)에 대한 간호사의 인식 : 일부종합병원 중심으로 = Nurse's Awareness on the DNR orders for the Elderly
7273,중국인 학습자 대상 비즈니스 한국어 교재 개발을 위한 기초 연구 = Research for Developing Business Korean Text Book For Chinese Learners
7274,다운증후군 치료서비스에 대한 실태 및 부모 평가 = A Study on the state of treatment services for down syndrome and parent evaluation
7275,傳統놀이가 社會性 및 自我 尊重感에 미치는 影響 = The Effects of Korean traditional games on self-esteem and sociability
7276,언플러그드 학습 방법이 지적장애학생의 정보처리 학업 성취도에 미치는 영향 = The Effects of Unplugged Learning Method on Intellectual Disability Students' Computer Education Achievement
7277,초등학교 통합학급에 배치된 장애학생의 과학교과 운영에 대한 교사의 인식 = Teachers' Perception on the Operation of Science Subject for Students with Disabilities in Inclusive Classrooms of Elementary School
7278,수학 학습 부진아와 교사의 유관 조절식 상호작용의 효과 : Vygotsky 이론을 중심으로
7279,중증 자폐 아동의 음성 및 비음성 의사소통 기술 습득과 관련 변인 = Verbal and nonverbal communication skills acquisition and its correlates in children with severe autistic disorders
7280,기업상담자 역량모형 개발 = Development of a Competency Model for Workplace Counselors
7281,동화를 매개로한 정서표현 활동이 공격성향 유아의 공격성에 미치는 영향
7282,독서치료 프로그램이 초등학생의 자아존중감 및 장애아동 수용태도에 미치는 효과
7283,대안학교 학생들의 수준별 이동수업에 대한 만족도 조사
7284,활동 중심 삽입교수 중재가 통합된 발달지체유아의 사회적 행동에 미치는 영향
7285,문제 해결 학습을 적용한 마이크로프로세서 프로그램 개발 및 적용 : 마이스터 고등학교 학생 중심으로
7286,학생의 배경 요인들이 수학 성취도에 미치는 영향력 비교 : TIMSS 2007 자료를 활용한 경로분석을 중심으로 = The comparison on the effect of mathematics achievement in student's background factor
7287,분산적 리더십 진단 도구 개발 연구
7288,지적장애를 수반하는 시각장애 아동의 인지발달 특성 연구
7289,사립유치원 초임교사와 경력교사가 학부모 관계에서 겪는 어려움과 보람에 관한 이야기 = The difficulties and positive aspects that newly appointed and experienced teachers experienced on making a relationship with parents of children
7290,초등학교 정서장애 학생의 행동 개선을 위한 휴머노이드 활용 연구
7291,스마트 패드를 활용한 비디오 자기모델링이 발달장애학생의 복지일자리 정책 직무수행에 미치는 효과 : 사무보조업무를 중심으로 = Effect of video self-modeling by smart pad on job performance in the welfare placement program for students with developmental disabilities : the case of clerical assistant job
7292,서울·경기 지역 교원들의 교원단체 가입현황과 교원단체 활동에 대한 인식 분석 = Cognition Analysis regarding Teacher's organization activities and registration status of Teachers in Seoul & Kyung-gi province areas
7293,"간호사의 근무지 약자 괴롭힘과 조직몰입, 이직의도와의 관계"
7294,中學校 美術科 能力別 實技評價를 通한 表現力 伸長에 關한 硏究 = (A) Device of expressing ability evaluation for middle school art education
7295,중‧고등학교 미술과 교사의 교사효능감 연구 : 직무환경의 영향을 중심으로
7296,고전음악 친화감 형성을 위한 가창곡 편곡 및 수업지도 방안 연구 : 중학교 감상수업을 중심으로 = The arrangement of songs for singing and the teaching method for building an intimacy with classical music
7297,중학교 통합학급 체육수업에 대한 일반학생의 인식
7298,서울 일부지역 특성화 고등학교 학생의 외식행동과 급식 만족도 분석
7299,미술 교수 행동이 자기 주도적 미술 학습 능력에 미치는 영향 = The effects of Teaching Behaviors on Self-directed Learning Ability of Art Education
7300,예술고등학교 미술과(科) 학생들의 전공선택동기와 자아탄력성이 대학에서의 학업적응에 미치는 영향
7301,基于自我同一性理论的韩国初中汉语辅助教材开发 = 청소년 자아정체감 형성을 위한 생활중국어 부교재 개발연구
7302,컴퓨터 보조 협력학습이 학습장애 아동의 읽기 이해력과 자기존중감의 향상에 미치는 영향 = Influences of CAI(Computer Assisted Instruction) with Cooperative learning in Learning Disabled Children on academic Achievement and Self-esteem
7303,도서관 서비스 제고를 위한 사회복지학 분야 연구자들의 정보행태 연구
7304,일기를 활용한 재외 동포 아동 한국어 쓰기 교재 개발
7305,비즈니스 한국어 교재의 주제 및 어휘 연구 = A Study on the Topic and Vocabulary of Business Korean Textbooks
7306,국공립어린이집 원장이 경험한 학부모 민원의 사례 및 인식
7307,전략적 사용 중심의 높임법 교수·학습 연구 = A study on Learning and Teaching the Intentional Korean Honorific Use
7308,한국생명의전화 상담 봉사자에 관한 질적 연구
7309,전집형태 국가수준 학업성취도평가에 관한 실태 분석 = A Study on the actual state of National Standard Total Inspection Academic Achievement Examination
7310,작은도서관 문화프로그램 운영에 관한 연구 : 김해시를 중심으로
7311,디지털교과서 품질 관리 도구 및 품질 관리 시스템 개발
7312,초등학교 6학년 학생들의 변수 개념 이해 및 지도 방안 = The 6th Graders' Understanding of Concepts of Variables and its Teaching Methods
7313,비장애 형제 심리적 지원 서비스에 대한 장애아동 부모의 요구
7314,어린이집 부모모니터링에 참여한 부모의 경험 = The parents' experience of participating in daycare center monitoring
7315,프랑스 예술가곡 가창능력 향상을 위한 학습방안 : 예술가곡 15곡의 분석을 바탕으로
7316,초등학생의 사회인지 양상에 관한 질적 연구와 뇌과학적 해석
7317,역할놀이에서 나타나는 유아들의 친사회적 행동 = Prosocial Behavior of Young Children in Role Playing
7318,정규분포에 관한 현직교사의 SMK 분석 = An Analysis on the Mathematics Teachers' Subject Matter Knowledge of Normal Distribution
7319,초등학교 정신지체학생의 즐거운 생활과 교수학습지도안 재구성에 관한 연구 = Reconstruction of Teaching-Learning Plans of “Pleasant Life” for Elementary School Students with Mental Retardation
7320,미국 대학 ‘한국어 2' 학습자를 위한 과제 중심 통합 교재 개발
7321,初等學校 兒童의 不適應行動 改善을 위한 敎師의 指導實態 分析 = (The) analysis about actual condition of instruction for improving student's maladjustive activity in elementary school
7322,정신지체아의 수세기와 분류능력간의 상관관계
7323,Web 정보 활용 학습이 학습장애아의 가감산 능력과 학습습관에 미치는 효과 = Effects of the study using web based information on the ability of addition-subtraction calculation and the learning habit of the learning disabilities
7324,이혼가정 가족관계 재구성을 위한 가사상담 활성화에 관한 연구 : 협의이혼과 재판상이혼을 중심으로 = A Study on Activation of Domestic Counseling for Reconstructing Family Relationships in Divorced Families
7325,사진을 이용한 최소촉진법이 중도장애 학생의 직업기술 습득에 미치는 효과 : 패스트푸드점 청소하기 기술을 중심으로 = Effects of the system of least prompt using photograph on acquiring vocational skills for students with severe disabilities : cleaning-skills in fastfood restaurant
7326,유아영재성 척도(KGST-P) 개발 연구 = Screening Scale For Gifted Preschool Children(KGST-P)
7327,크로스핏과 건강일지가 고등학교 지적장애학생들의 비만관리와 생활습관에 미치는 영향
7328,통합학급에서 미술교과 교수적 수정이 발달장애학생의 사회적 상호작용에 미치는 영향 = The Influence of Instructional Adaptation of Art in the Inclusive Class on the Social Interaction and Behavior of a Student with Developmental Disability
7329,미술과 표현활동 프로그램이 정신지체아동의 주의집중력에 미치는 효과 = The Effects on Attentional Abilities of Arts Expressive Activities Program for Children with Mental Retardation
7330,고학력 전문인 대상 한국어 교수요목 설계를 위한 학습자 연구 : 대덕 연구단지 내 한국어 학습자를 중심으로 = A Study on Syllabus Design for Korean Language Education Targeted at Highly Educated Professionals : Focused on the Learners in Daedeok Science Town
7331,강점기반 행복증진 프로그램이 지적장애 아동 어머니의 양육 스트레스와 양육 효능감에 미치는 영향
7332,"어머니와 함께하는 감각놀이 프로그램이 발달지체유아 어머니의 양육스트레스, 양육효능감, 어머니-유아의 상호작용 행동에 미치는 영향"
7333,初等學校 校監 昇進制度에 關한 硏究 = A Study on the Promotion System for Vice-Principal in the Elementary Schools
7334,CPS에 기반하여 SCAMPER 기법을 활용한 수학 수업이 수학적 창의성과 일반적 창의성에 미치는 영향 = A Study on the Effect of Mathematics Instruction Using SCAMPER Technique Based on CPS to Develop Mathematical Creativity and General Creativity
7335,동화책을 활용한 역할놀이가 지적장애 학생의 감정어휘습득 및 감정표현에 미치는 영향 = The Influence of fairy tale book based role-playing on Acquisition of Emotional language and Emotion expression of Students with Intellectual Disorders
7336,정신지체아 어머니가 받는 사회적 지지와 스트레스에 관한 연구 = (A) Study on the social support and stress of the mothers with mentally retarded children
7337,사회과 목표와 실행된 수업 사이에 나타나는 괴리의 양상 : 내용교수지식(PCK)의 발현 과정을 중심으로 = Aspect of Gaps between Social Studies' Goals and Implemented Class : Focused on Process of PCK Expression
7338,韓國 敎員團體의 交涉.協議의 性格과 그 活動에 관한 硏究 = A Study on the Character & Activity of 「Negotiating·Consulting」of the Korean Teacher's Orgainzation
7339,호치민시 한국학교와 국내 중․고등학교 학생의 과학에 대한 태도 및 과학탐구능력의 비교 연구 = A comparative study of attitude toward science and scientific inquiry ability between students in Korean achool in hochiminh city and domestic Korean students
7340,"机场商务汉语微课设计 = 지상직 승무원을 위한 웨이커(微课, Micro Lecture ) 제작 설계"
7341,음악극을 활용한 즉흥 표현 능력 신장을 위한 연구
7342,교사평가의 질 관리에 관한 연구 = (A) Study on the Quality Control of Teacher Evaluation
7343,그릿 종단변화의 개인적·사회적 예측요인과 그릿 증진 프로그램 효과 탐색 = Exploring the Personal and Social Predictors of the Longitudinal Changes in Grit and Examining the Effects of the Program to  Improve Grit
7344,開化期 初等敎材의 童話作品 硏究 = (A) study on fairy story in Enlightened age's elementary school Korean text books
7345,CAI가 정신지체유아의 그림과 문자 변별력 향상에 미치는 효과
7346,아동의 기초문해 능력이 학교생활적응에 미치는 영향 : 스트레스의 매개효과를 중심으로
7347,뉴스포츠의 체육 수업 정착 배경 및 현황 분석 = Study on the Background and Current Status of School Physical Education Using New Sports
7348,기저 수행이 낮은 정상 노인의 인지노화와 치매 위험
7349,기능평가를 기반으로 한 미술활동이 다문화가정 유아의 부적응 행동에 미치는 효과 = The Effect of Art Activities Intervention Based on Functional Assessment on the Maladaptive Behavior of Young Children in Multicultural Family
7350,발달장애아동의 신체활동프로그램 용이 대근운동능력발달에 미치는 영향 = The effect on gross-motor development of physical activity program for children with developmental disability
7351,유아의 문제행동 지도에 대한 일반유치원 교사의 어려움과 지원요구
7352,초급 여성결혼이민자를 위한 거꾸로 수업 모형의 말하기 교재개발 : 공감형성을 위한 한국어 정표화행을 중심으로
7353,부산시내 유치원의 실외 놀이시설 및 설비에 관한 조사연구
7354,6세~9세 자폐아동의 미술활동에 관한 연구 = (A) Study of the Art Activities of the Autistic Children from Six to Nine Years Old
7355,사회극놀이가 발달지체유아의 사회적 기술향상에 미치는 효과 = Effect of Social Drama Play on the Improvement in Social Skills of Children with Developmental Delays
7356,지체부자유아에 대한 일반 초등학교 학생의 수용태도 연구
7357,초등교사의 사회수업전문성에 대한 사례연구 : 프로네시스의 관점으로 = A Case Study on Elementary School Teachers' Professionalism forSocial Studies Classes : With Emphasis on Phronesis
7358,일반 목적 한국어 중급 학습자를 위한 멀티미디어 독학용 교재 개발
7359,외국인 대학원생을 위한 학위논문쓰기 교재 개발
7360,중도입국가정 아동을 위한 듣기·말하기 한국어 교재 개발
7361,교사가 인식한 부장교사리더십과 LMX(부장교사 - 교사 교환관계)가 학교활력에 미치는 영향 = The Effects of Head Teacher Leadership Through LMX(Head Teacher-Teacher Exchange) Related to School Vitality
7362,유아 성교육 관련 논문의 연구 경향성 분석 : 2007년 ~ 2016년
7363,"점, 직선, 평면의 위치관계에 대한 중학교 1학년 학생들의 이해에 관한 사례연구 : Cabri 3D를 활용한 탐구활동의 적용 = A case study concerning the 7th-grade students′ understanding in the positioning relationship among points, lines, planes : An application of exploring activity using Cabri 3D"
7364,중국인 유학생의 문화적응 및 대인관계가 대학생활적응에 미치는 영향
7365,运用GIF的YCT二级词汇多媒体教材开发
7366,초등학교 도움반 학생지도를 위한 미술치료 연구 : 표현력 향상 중심으로 = A Study on the Art Therapy for students guidance of help class at an Elementary School : Centered on Improvement of Expression Skills
7367,심리운동 신체경험이 통합학급 일반유아의 장애유아에 대한 수용태도에 미치는 영향
7368,중국인 한국어 학습자를 위한 외래어 학습 교재 개발
7369,멀티미디어 기반 활동중심 성교육 프로그램이 발달장애아동의 성지식과 성 태도에 미치는 효과 = Effects of the Sex Education Program Using Multimedia and Activity on the Sex Knowledge and Attitudes of Children with Developmental Disabilities
7370,사무직 남성 직장인의 연령별 식습관과 건강기능식품에 대한 인식 및 섭취 실태
7371,장애유아의 초등학교 전이과정에 대한 부모 인식 조사 = A Survey on the perception of parents with young children with disabilities about transition from preschool to elementary school
7372,장애아통합시설 통합교사의 인식 및 요구
7373,UCC 제작활동이 지적장애아동의 자기 효능감 및 자기주도적 학습능력에 미치는 영향 = A Effect of UCC(User Created Contents) Making Activity on Self-efficacy and Self-directed Learning Ability of Children with Intellectual Disabilities
